filename,taint result,taint failure reason,is vulnerability,applicable for utbot,not applicability reason,System,`while` cycle,`for` cycle,URLDecoder,Cookie,Runtime,Process,ProcessBuilder,Enumeration,ESAPI,SeparateClassRequest,OWASP Utils,Base64,StringBuilder
BenchmarkTest01287,FALSE,creation of an array with a tainted value does not taint the array,TRUE,UNSURE,org.apache.commons.codec.binary.Base64 no class def + utbot fails on this example,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE
BenchmarkTest01288,FALSE,addition of tainted data to a map does not taint the map,TRUE,TRUE,"",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
BenchmarkTest01289,FALSE,addition of tainted data into a list does not taint the list,FALSE,TRUE,"",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
BenchmarkTest01290,FALSE,creation of an array with a tainted value does not taint the array,FALSE,TRUE,"",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
BenchmarkTest01353,FALSE,data access from a tainted array does not make data tainted,FALSE,TRUE,"",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
BenchmarkTest01360,FALSE,data access from a tainted array does not make data tainted,TRUE,TRUE,"",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
BenchmarkTest01361,FALSE,data access from a tainted array does not make data tainted,TRUE,TRUE,"",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
BenchmarkTest01362,FALSE,data access from a tainted array does not make data tainted,TRUE,TRUE,"",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
BenchmarkTest01363,FALSE,data access from a tainted array does not make data tainted,TRUE,UNSURE,org.apache.commons.codec.binary.Base64 no class def + utbot fails on this example,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE
BenchmarkTest01364,FALSE,data access from a tainted array does not make data tainted,FALSE,TRUE,"",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
BenchmarkTest01365,FALSE,data access from a tainted array does not make data tainted,FALSE,TRUE,"",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
BenchmarkTest01430,FALSE,usage of an array as a source return does not make the array tainted,TRUE,UNSURE,org.apache.commons.codec.binary.Base64 no class def + utbot fails on this example,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE
BenchmarkTest01440,FALSE,usage of an array as a source return does not make the array tainted,FALSE,TRUE,"",TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
BenchmarkTest01441,FALSE,usage of an array as a source return does not make the array tainted,TRUE,FALSE,reflection,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
BenchmarkTest01442,FALSE,usage of an array as a source return does not make the array tainted,TRUE,TRUE,"",FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
BenchmarkTest01443,FALSE,usage of an array as a source return does not make the array tainted,FALSE,TRUE,"",TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
BenchmarkTest01444,FALSE,usage of an array as a source return does not make the array tainted,FALSE,TRUE,"",FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
BenchmarkTest01445,FALSE,usage of an array as a source return does not make the array tainted,FALSE,TRUE,"",FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
BenchmarkTest01446,FALSE,usage of an array as a source return does not make the array tainted,TRUE,UNSURE,org.apache.commons.codec.binary.Base64 no class def + utbot fails on this example,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE
BenchmarkTest01516,FALSE,creation of an array with a tainted value does not taint the array,FALSE,FALSE,org.apache.commons.codec.binary.Base64 no class def + utbot fails on this example + reflection,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
BenchmarkTest01517,FALSE,creation of an array with a tainted value does not taint the array,TRUE,TRUE,"",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
BenchmarkTest01526,TRUE,does not rely on actual results of int calculations - overapproximation,FALSE,TRUE,"",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
BenchmarkTest01527,TRUE,does not rely on actual results of int calculations - overapproximation,FALSE,TRUE,"",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
BenchmarkTest01528,TRUE,does not rely on the actual value that is picked via charAt(idx) - overapproximation,FALSE,TRUE,"",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
BenchmarkTest01529,FALSE,creation of an array with a tainted value does not taint the array,FALSE,TRUE,"",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
BenchmarkTest01530,FALSE,addition of tainted data into a list does not taint the list,FALSE,TRUE,"",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
BenchmarkTest01531,FALSE,addition of tainted data into a list does not taint the list,TRUE,TRUE,"",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
BenchmarkTest01532,TRUE,does not rely on actual results of int calculations - overapproximation,FALSE,TRUE,"",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
BenchmarkTest01533,FALSE,creation of an array with a tainted value does not taint the array,TRUE,UNSURE,org.apache.commons.codec.binary.Base64 no class def + utbot fails on this example,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
BenchmarkTest01600,FALSE,usage of an array as a source return does not make the array tainted,FALSE,TRUE,"",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
BenchmarkTest01601,FALSE,usage of an array as a source return does not make the array tainted,TRUE,TRUE,"",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
BenchmarkTest01606,FALSE,usage of an array as a source return does not make the array tainted,FALSE,TRUE,"",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
BenchmarkTest01607,FALSE,usage of an array as a source return does not make the array tainted,FALSE,TRUE,"",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
BenchmarkTest01608,FALSE,usage of an array as a source return does not make the array tainted,FALSE,TRUE,"",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
BenchmarkTest01609,FALSE,usage of an array as a source return does not make the array tainted,TRUE,TRUE,"",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
BenchmarkTest01610,FALSE,usage of an array as a source return does not make the array tainted,TRUE,UNSURE,org.apache.commons.codec.binary.Base64 no class def + utbot fails on this example,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE
BenchmarkTest01672,FALSE,creation of an array with a tainted value does not taint the array,FALSE,FALSE,difficult string manipulation + org.apache.commons.codec.binary.Base64 no class def,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
BenchmarkTest01673,FALSE,addition of a tainted value to a list does not taint the list,TRUE,FALSE,difficult string manipulation + org.apache.commons.codec.binary.Base64 no class def,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
BenchmarkTest01674,FALSE,creation of an array with a tainted value does not taint the array,TRUE,FALSE,difficult string manipulation + reflection,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
BenchmarkTest01685,FALSE,creation of an array with a tainted value does not taint the array,TRUE,FALSE,difficult string manipulation + org.apache.commons.codec.binary.Base64 no class def,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
BenchmarkTest01686,FALSE,creation of an array with a tainted value does not taint the array,FALSE,FALSE,difficult string manipulation + org.apache.commons.codec.binary.Base64 no class def,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
BenchmarkTest01687,FALSE,creation of an array with a tainted value does not taint the array,FALSE,FALSE,difficult string manipulation + org.apache.commons.codec.binary.Base64 no class def,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
BenchmarkTest01688,TRUE,does not rely on actual results of int calculations - overapproximation,FALSE,FALSE,difficult string manipulation + org.apache.commons.codec.binary.Base64 no class def,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
BenchmarkTest01689,TRUE,"",TRUE,FALSE,difficult string manipulation + org.apache.commons.codec.binary.Base64 no class def,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
BenchmarkTest01690,FALSE,creation of an array with a tainted value does not taint the array,TRUE,FALSE,difficult string manipulation + org.apache.commons.codec.binary.Base64 no class def,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
BenchmarkTest01691,FALSE,creation of an array with a tainted value does not taint the array,TRUE,FALSE,difficult string manipulation + org.apache.commons.codec.binary.Base64 no class def,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
BenchmarkTest01692,TRUE,?,FALSE,FALSE,org.apache.commons.codec.binary.Base64 no class def + utbot fails on this example + reflection,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE
BenchmarkTest01693,TRUE,does not rely on actual results of int calculations - overapproximation,FALSE,FALSE,difficult string manipulation + org.apache.commons.codec.binary.Base64 no class def,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
BenchmarkTest01778,FALSE,creation of an array with a tainted value does not taint the array,FALSE,FALSE,reflection,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
BenchmarkTest01779,FALSE,addition of tainted data into a list does not taint the list,FALSE,TRUE,"",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
BenchmarkTest01780,FALSE,addition of tainted data to a map does not taint the map,FALSE,TRUE,"",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
BenchmarkTest01791,TRUE,does not rely on actual results of int calculations - overapproximation,FALSE,TRUE,"",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
BenchmarkTest01792,FALSE,creation of an array with a tainted value does not taint the array,FALSE,TRUE,"",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
BenchmarkTest01793,FALSE,creation of an array with a tainted value does not taint the array,FALSE,TRUE,"",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
BenchmarkTest01794,FALSE,creation of an array with a tainted value does not taint the array,FALSE,TRUE,"",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
BenchmarkTest01795,FALSE,addition of tainted data into a list does not taint the list,FALSE,TRUE,"",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
BenchmarkTest01796,FALSE,creation of an array with a tainted value does not taint the array,FALSE,TRUE,"",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
BenchmarkTest01850,FALSE,usage of an array as a source return does not make the array tainted,TRUE,TRUE,"",TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
BenchmarkTest01851,FALSE,usage of an array as a source return does not make the array tainted,TRUE,TRUE,"",TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
BenchmarkTest01852,FALSE,usage of an array as a source return does not make the array tainted,TRUE,TRUE,"",TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
BenchmarkTest01864,FALSE,usage of an array as a source return does not make the array tainted,TRUE,TRUE,"",TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
BenchmarkTest01865,FALSE,usage of an array as a source return does not make the array tainted,FALSE,TRUE,"",TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
BenchmarkTest01928,FALSE,addition of a tainted value to a list does not taint the list,TRUE,TRUE,"",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
BenchmarkTest01929,FALSE,addition of tainted data to a map does not taint the map,TRUE,TRUE,"",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
BenchmarkTest01936,FALSE,addition of tainted data into a list does not taint the list,TRUE,TRUE,"",TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
BenchmarkTest01937,FALSE,addition of tainted data into a list does not taint the list,FALSE,TRUE,"",TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
BenchmarkTest01938,FALSE,addition of tainted data into a list does not taint the list,TRUE,TRUE,"",TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
BenchmarkTest01939,FALSE,creation of an array with a tainted value does not taint the array,FALSE,TRUE,"",TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
BenchmarkTest01940,FALSE,string decoding operations,TRUE,UNSURE,org.apache.commons.codec.binary.Base64 no class def + utbot fails on this example,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE
BenchmarkTest01941,FALSE,difficult dataflow,FALSE,FALSE,org.apache.commons.codec.binary.Base64 no class def + utbot fails on this example + reflection,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE
BenchmarkTest01942,TRUE,"",TRUE,TRUE,"",TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
BenchmarkTest01943,FALSE,addition of tainted data to a map does not taint the map,FALSE,TRUE,"",TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
BenchmarkTest01944,TRUE,"",TRUE,TRUE,"",TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
BenchmarkTest02058,FALSE,addition of tainted data into a list does not taint the list,FALSE,TRUE,"",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
BenchmarkTest02059,FALSE,addition of tainted data to a map does not taint the map,TRUE,TRUE,"",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
BenchmarkTest02067,FALSE,creation of an array with a tainted value does not taint the array,FALSE,TRUE,"",TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
BenchmarkTest02068,FALSE,creation of an array with a tainted value does not taint the array,FALSE,TRUE,"",TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
BenchmarkTest02069,TRUE,does not rely on the actual value that is picked via charAt(idx) - overapproximation,FALSE,TRUE,"",TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
BenchmarkTest02070,FALSE,creation of an array with a tainted value does not taint the array,TRUE,TRUE,"",TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
BenchmarkTest02137,FALSE,addition of a tainted value to a list does not taint the list,TRUE,TRUE,"",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
BenchmarkTest02146,FALSE,addition of tainted data into a list does not taint the list,TRUE,TRUE,"",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
BenchmarkTest02147,TRUE,"",TRUE,TRUE,"",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
BenchmarkTest02148,FALSE,difficult dataflow,FALSE,FALSE,org.apache.commons.codec.binary.Base64 no class def + utbot fails on this example + reflection,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE
BenchmarkTest02149,FALSE,creation of an array with a tainted value does not taint the array,FALSE,TRUE,"",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
BenchmarkTest02150,FALSE,creation of an array with a tainted value does not taint the array,TRUE,TRUE,"",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
BenchmarkTest02151,FALSE,addition of tainted data into a list does not taint the list,TRUE,TRUE,"",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
BenchmarkTest02152,FALSE,string decoding operations,TRUE,UNSURE,org.apache.commons.codec.binary.Base64 no class def + utbot fails on this example,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE
BenchmarkTest02153,FALSE,difficult dataflow,FALSE,FALSE,org.apache.commons.codec.binary.Base64 no class def + utbot fails on this example + reflection,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE
BenchmarkTest02154,TRUE,"",TRUE,TRUE,"",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
BenchmarkTest02155,FALSE,addition of tainted data into a list does not taint the list,TRUE,TRUE,"",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
BenchmarkTest02156,FALSE,creation of an array with a tainted value does not taint the array,FALSE,TRUE,"",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
BenchmarkTest02242,FALSE,data access from a tainted array does not make data tainted,FALSE,FALSE,org.apache.commons.codec.binary.Base64 no class def + utbot fails on this example + reflection,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
BenchmarkTest02243,FALSE,data access from a tainted array does not make data tainted,TRUE,TRUE,"",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
BenchmarkTest02244,FALSE,data access from a tainted array does not make data tainted,TRUE,FALSE,reflection,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
BenchmarkTest02249,FALSE,data access from a tainted array does not make data tainted,TRUE,TRUE,"",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
BenchmarkTest02250,FALSE,data access from a tainted array does not make data tainted,TRUE,TRUE,"",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
BenchmarkTest02251,FALSE,data access from a tainted array does not make data tainted,TRUE,TRUE,"",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
BenchmarkTest02252,FALSE,data access from a tainted array does not make data tainted,FALSE,TRUE,"",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
BenchmarkTest02253,FALSE,data access from a tainted array does not make data tainted,FALSE,TRUE,"",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
BenchmarkTest02333,FALSE,usage of an array as a source return does not make the array tainted,TRUE,FALSE,reflection,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
BenchmarkTest02334,FALSE,usage of an array as a source return does not make the array tainted,TRUE,TRUE,"",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
BenchmarkTest02335,FALSE,usage of an array as a source return does not make the array tainted,FALSE,TRUE,"",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
BenchmarkTest02336,FALSE,usage of an array as a source return does not make the array tainted,FALSE,FALSE,org.apache.commons.codec.binary.Base64 no class def + utbot fails on this example + reflection,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE
BenchmarkTest02340,FALSE,usage of an array as a source return does not make the array tainted,FALSE,TRUE,"",TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
BenchmarkTest02341,FALSE,usage of an array as a source return does not make the array tainted,FALSE,TRUE,"",TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
BenchmarkTest02342,FALSE,usage of an array as a source return does not make the array tainted,TRUE,TRUE,"",TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
BenchmarkTest02343,FALSE,usage of an array as a source return does not make the array tainted,TRUE,FALSE,reflection,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
BenchmarkTest02344,FALSE,usage of an array as a source return does not make the array tainted,TRUE,TRUE,"",TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
BenchmarkTest02411,FALSE,addition of tainted data into a list does not taint the list,TRUE,TRUE,"",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
BenchmarkTest02412,FALSE,string decoding operations,TRUE,UNSURE,org.apache.commons.codec.binary.Base64 no class def + utbot fails on this example,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE
BenchmarkTest02413,FALSE,creation of an array with a tainted value does not taint the array,FALSE,TRUE,"",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
BenchmarkTest02414,FALSE,addition of a tainted value to a list does not taint the list,TRUE,TRUE,"",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
BenchmarkTest02428,FALSE,addition of tainted data to a map does not taint the map,FALSE,TRUE,"",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
BenchmarkTest02429,FALSE,creation of an array with a tainted value does not taint the array,TRUE,FALSE,reflection,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
